Year,Month,Running Month,Longitude,Latitude,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations
2009,10,24118,-161.6,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,4.0,4.7,4.0,2.0,1.4,14.0,0.5,76.8,86.7,87.1,82.1,3.0,8.6,10.0,0.3,4.2,13.1,47.8,25.7,3.0,33.7,10.0,0.3,-17.9,21.2,82.2,31.9,3.0,73.9,10.0,0.3
2009,10,24118,-161.6,50.5,5.4,17.0,40.1,22.6,3.0,25.9,10.0,0.3,-18.7,41.4,73.3,27.6,3.0,68.4,10.0,0.3,3.2,10.2,27.4,15.2,3.0,18.2,10.0,0.3,-10.1,28.4,50.9,20.6,3.0,45.2,10.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,6.2,9.68,7.37,3.0,3.5,10.0,0.3,0.67,2.12,4.53,2.59,3.0,2.85,10.0,0.3,-2.52,4.6,8.14,2.85,3.0,7.95,10.0,0.3,999.47,1009.5,1013.94,1006.77,3.0,10.86,10.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-161.6,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,2.5,4.2,2.5,2.0,3.5,12.0,0.5,-10.7,-4.7,1.4,-4.7,2.0,12.5,12.0,0.5,142.0,238.5,1060.5,593.0,3.0,739.5,10.0,0.3,140.0,240.0,1060.0,595.0,3.0,740.0,10.0,0.3,0.16,0.5,0.84,0.5,2.0,0.71,12.0,0.5,1.0,3.1,5.2,3.1,2.0,4.4,12.0,0.5,1.13,1.62,2.1,1.62,2.0,1.01,12.0,0.5,5.8,9.3,12.8,9.3,2.0,7.3,12.0,0.5,9.0,9.0,9.0,9.0,2.0,0.0,12.0,0.5,8.32,9.0,9.0,8.67,3.0,0.58,10.0,0.3,5.24,6.18,6.24,5.75,3.0,0.82,10.0,0.3,76.8,86.7,87.1,82.1,3.0,8.6,10.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-161.6,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,9.8,10.2,9.58,108.0,1.05,10.0,0.6,5.0,7.5,9.32,7.2,397.0,2.15,16.0,0.5,5.45,6.4,6.85,6.23,63.0,0.75,10.0,0.6,77.1,84.9,94.2,85.1,84.0,7.5,10.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-161.6,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.83,10.3,18.0,12.35,27.0,5.76,14.0,0.4,-17.72,-6.62,6.22,-5.27,27.0,10.26,14.0,0.4,-7.73,0.0,9.77,0.63,27.0,7.55,14.0,0.4,996.0,1005.5,1019.27,1005.77,49.0,12.06,8.0,0.4,6.3,8.0,8.0,7.4,28.0,1.4,12.0,0.4,92.6,92.6,92.6,92.6,1.0,0.0,8.0,1.0,-321.5,-44.9,76.5,-101.3,27.0,186.2,14.0,0.4,-74.1,0.0,125.4,21.1,27.0,106.6,14.0,0.4
2009,10,24118,-161.5,-35.5,104.1,104.1,104.1,104.1,1.0,0.0,22.0,1.0,124.1,124.1,124.1,124.1,1.0,0.0,22.0,1.0,58.7,58.7,58.7,58.7,1.0,0.0,22.0,1.0,69.9,69.9,69.9,69.9,1.0,0.0,22.0,1.0,24.7,24.7,24.7,24.7,1.0,0.0,22.0,1.0,29.5,29.5,29.5,29.5,1.0,0.0,22.0,1.0,1259.5,1259.5,1259.5,1259.5,1.0,0.0,22.0,1.0,1260.0,1260.0,1260.0,1260.0,1.0,0.0,22.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,22.0,1.0,21.6,21.6,21.6,21.6,1.0,0.0,22.0,1.0,3.57,3.57,3.57,3.57,1.0,0.0,22.0,1.0,38.5,38.5,38.5,38.5,1.0,0.0,22.0,1.0,17.0,17.0,17.0,17.0,1.0,0.0,22.0,1.0,15.0,15.0,15.0,15.0,1.0,0.0,22.0,1.0,8.45,8.45,8.45,8.45,1.0,0.0,22.0,1.0,80.1,80.1,80.1,80.1,1.0,0.0,22.0,1.0,10.8,10.8,10.8,10.8,1.0,0.0,22.0,1.0,6.94,6.94,6.94,6.94,1.0,0.0,22.0,1.0,8.27,8.27,8.27,8.27,1.0,0.0,22.0,1.0,1014.0,1014.0,1014.0,1014.0,1.0,0.0,22.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,22.0,1.0,80.1,80.1,80.1,80.1,1.0,0.0,22.0,1.0,75.0,75.0,75.0,75.0,1.0,0.0,22.0,1.0,89.4,89.4,89.4,89.4,1.0,0.0,22.0,1.0
2009,10,24118,-161.5,-25.1,216.3,216.3,216.3,216.3,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,145.8,145.8,145.8,145.8,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,10.3,10.3,10.3,1.0,0.0,8.0,1.0,10.3,10.3,10.3,10.3,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,1009.0,1009.0,1009.0,1009.0,1.0,0.0,8.0,1.0,7.0,7.0,7.0,7.0,1.0,0.0,8.0,1.0,91.1,91.1,91.1,91.1,1.0,0.0,8.0,1.0,106.1,106.1,106.1,106.1,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0
2009,10,24118,-161.5,22.3,-253.0,-187.9,-84.5,-178.5,131.0,84.0,20.0,0.5,-144.7,-39.1,3.2,-46.7,131.0,81.5,20.0,0.5,-155.3,-129.1,-61.4,-116.1,118.0,51.0,20.0,0.5,-61.3,-23.1,9.1,-22.5,118.0,49.5,20.0,0.5,-58.3,-45.5,-23.7,-42.3,112.0,20.7,20.0,0.5,-22.8,-7.9,3.4,-9.2,112.0,20.5,20.0,0.5,238.5,658.5,952.0,668.5,131.0,495.0,20.0,0.5,240.0,660.0,950.0,670.0,131.0,495.0,20.0,0.5,0.49,1.1,1.9,1.21,133.0,0.9,20.0,0.5,2.4,6.5,16.4,9.0,125.0,7.6,20.0,0.5,5.0,5.79,6.71,5.88,114.0,1.04,20.0,0.5,31.5,49.8,66.2,48.3,112.0,19.7,20.0,0.5,26.6,26.8,27.2,26.94,135.0,0.47,20.0,0.5,25.1,25.8,26.4,25.75,139.0,0.76,20.0,0.5,15.56,16.29,17.17,16.29,120.0,1.06,20.0,0.5,73.2,79.1,85.2,79.1,138.0,6.0,20.0,0.5,6.2,8.7,9.84,7.95,131.0,2.83,20.0,0.5,-9.65,-7.24,-3.31,-6.88,131.0,3.2,20.0,0.5,-5.8,-1.51,0.13,-1.85,131.0,3.21,20.0,0.5,1013.59,1018.0,1020.0,1017.11,120.0,2.97,20.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-161.5,24.3,-168.4,-159.4,-136.7,-152.8,4.0,25.4,26.0,0.5,45.1,78.2,211.9,126.2,4.0,132.1,26.0,0.5,-117.6,-104.9,-89.3,-103.5,4.0,18.7,26.0,0.5,28.3,55.9,149.3,87.3,4.0,91.1,26.0,0.5,-26.6,-23.9,-15.4,-21.1,4.0,9.2,26.0,0.5,4.8,6.9,38.6,21.0,4.0,29.9,26.0,0.5,302.5,415.0,1078.0,678.0,4.0,649.5,26.0,0.5,305.0,415.0,1080.0,680.0,4.0,650.0,26.0,0.5,-0.52,0.25,0.76,0.13,4.0,0.85,26.0,0.5,-3.8,3.0,6.8,1.6,4.0,6.7,26.0,0.5,2.29,4.14,5.37,3.84,4.0,2.04,26.0,0.5,16.8,27.4,50.7,33.5,4.0,26.0,26.0,0.5,25.0,25.5,27.78,26.35,4.0,2.09,26.0,0.5,24.95,26.0,27.52,26.23,4.0,2.02,26.0,0.5,16.3,17.48,19.26,17.77,4.0,1.76,26.0,0.5,77.7,78.6,90.2,83.7,4.0,10.9,26.0,0.5,6.68,7.45,9.85,8.23,4.0,2.46,26.0,0.5,-6.72,-6.39,-5.02,-5.89,4.0,1.27,26.0,0.5,1.74,3.16,7.64,4.62,4.0,4.46,26.0,0.5,1010.24,1010.75,1011.26,1010.75,4.0,0.65,26.0,0.5,7.5,8.0,8.0,7.8,4.0,0.5,26.0,0.5,77.7,78.6,90.2,83.7,4.0,10.9,26.0,0.5,-50.1,-48.2,-42.5,-46.4,4.0,5.9,26.0,0.5,11.9,23.7,82.7,46.2,4.0,57.2,26.0,0.5
2009,10,24118,-161.5,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.6,0.0,18.7,-3.8,3.0,33.3,18.0,0.7,-74.4,4.8,16.9,-28.0,3.0,72.6,18.0,0.7,542.5,1186.0,1757.0,1151.5,4.0,714.0,16.0,0.8,545.0,1185.0,1755.0,1150.0,4.0,715.0,16.0,0.8,0.32,1.0,2.37,1.33,3.0,1.53,18.0,0.7,3.9,12.3,28.1,15.9,3.0,18.0,18.0,0.7,3.13,4.99,8.02,5.56,3.0,3.62,18.0,0.7,33.2,44.9,90.2,61.3,3.0,44.1,18.0,0.7,25.63,27.0,27.0,26.33,3.0,1.15,18.0,0.7,24.0,24.0,25.57,24.75,4.0,1.5,16.0,0.8,14.8,17.15,17.37,16.13,4.0,2.25,16.0,0.8,73.2,84.9,93.1,83.2,4.0,11.9,16.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-161.5,30.1,80.4,123.6,232.9,155.1,4.0,105.0,12.0,0.3,-176.6,-105.8,21.7,-78.8,4.0,127.2,12.0,0.3,39.7,44.5,127.3,82.6,3.0,72.1,12.0,0.3,-94.9,-77.0,-44.4,-69.8,3.0,37.5,12.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.91,9.25,11.11,9.5,4.0,2.15,12.0,0.3,3.83,5.29,9.31,6.51,4.0,3.92,12.0,0.3,-8.41,-4.84,0.87,-3.82,4.0,5.79,12.0,0.3,1011.24,1015.75,1020.94,1016.08,4.0,5.62,12.0,0.3,4.0,5.5,6.5,5.3,4.0,1.7,12.0,0.3,67.6,69.3,71.9,69.7,3.0,3.2,12.0,0.3,35.2,41.4,99.4,66.1,4.0,55.5,12.0,0.3,-78.5,-45.9,1.1,-39.0,4.0,50.7,12.0,0.3
2009,10,24118,-161.5,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,31.8,57.5,35.2,5.0,32.0,24.0,0.2,-37.8,-15.2,22.4,-9.8,5.0,32.5,24.0,0.2,376.5,678.0,977.5,721.5,6.0,527.0,24.0,0.2,375.0,680.0,980.0,720.0,6.0,525.0,24.0,0.2,2.0,4.0,4.5,3.4,5.0,1.29,24.0,0.2,14.8,30.8,42.8,29.5,5.0,17.2,24.0,0.2,4.35,5.6,7.55,5.88,5.0,1.66,24.0,0.2,28.7,41.5,72.4,49.5,5.0,26.1,24.0,0.2,19.0,20.0,20.37,19.8,5.0,0.84,24.0,0.2,14.79,15.5,17.41,16.0,6.0,1.76,24.0,0.2,6.5,8.1,9.51,8.01,6.0,1.7,24.0,0.2,61.1,69.0,79.0,70.7,6.0,11.4,24.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,6.0,7.4,5.8,5.0,1.9,24.0,0.2,61.1,69.0,79.0,70.7,6.0,11.4,24.0,0.2,9.9,43.2,80.9,51.4,6.0,47.4,24.0,0.2,-61.8,-37.8,23.0,-23.1,6.0,49.7,24.0,0.2
2009,10,24118,-161.5,36.5,35.0,73.4,133.3,84.5,6.0,58.5,24.0,0.2,-113.0,-64.6,74.5,-31.1,6.0,95.1,24.0,0.2,18.8,31.1,68.5,40.4,6.0,27.4,24.0,0.2,-51.7,-28.3,39.3,-14.1,6.0,49.5,24.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.96,8.75,9.82,8.4,6.0,2.54,24.0,0.2,1.9,4.96,8.05,5.34,6.0,3.74,24.0,0.2,-7.68,-4.17,4.05,-2.41,6.0,5.99,24.0,0.2,1011.76,1017.0,1020.21,1015.83,6.0,5.31,24.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-161.5,38.4,-15.3,46.8,131.1,26.9,7.0,174.6,14.0,0.7,24.7,77.5,181.5,105.4,7.0,102.1,14.0,0.7,-47.2,33.3,73.8,8.0,6.0,128.1,16.0,0.7,9.4,31.6,126.0,61.5,6.0,75.3,16.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.57,9.8,10.92,10.21,7.0,6.14,14.0,0.7,-0.85,3.46,9.67,1.52,7.0,9.44,14.0,0.7,1.62,4.31,10.04,5.54,7.0,5.65,14.0,0.7,1004.28,1009.0,1019.19,1009.86,7.0,10.96,14.0,0.7,4.4,6.0,8.0,5.8,6.0,2.2,14.0,0.7,62.5,78.8,92.3,78.3,6.0,16.0,16.0,0.7,-19.7,13.9,95.1,-23.6,7.0,176.7,14.0,0.7,6.8,28.9,108.0,77.1,7.0,124.0,14.0,0.7
2009,10,24118,-161.5,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1,10.8,43.1,21.9,5.0,36.7,16.0,0.6,-17.0,-3.9,25.1,3.5,5.0,30.7,16.0,0.6,440.5,2406.0,3039.0,2021.0,7.0,1484.5,16.0,0.7,440.0,2405.0,3040.0,2020.0,7.0,1485.0,16.0,0.7,-1.58,-1.0,2.73,0.28,5.0,2.66,16.0,0.6,-18.3,-7.7,41.3,8.3,5.0,35.2,16.0,0.6,0.46,1.47,4.49,2.33,5.0,2.66,16.0,0.6,3.9,11.5,68.1,31.9,5.0,40.4,16.0,0.6,14.0,16.0,16.0,15.2,5.0,1.1,16.0,0.6,12.48,15.0,16.12,14.73,7.0,2.22,16.0,0.7,6.98,8.06,10.23,8.22,7.0,1.89,16.0,0.7,62.5,79.4,89.3,77.9,7.0,14.4,16.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-161.5,40.2,-2.8,76.6,163.2,68.4,7.0,85.7,16.0,0.7,-69.8,75.2,201.5,43.7,7.0,140.9,16.0,0.7,-1.6,43.3,70.1,35.4,7.0,45.1,16.0,0.7,-39.1,33.2,120.2,27.3,7.0,87.3,16.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57,13.4,14.48,11.6,7.0,4.06,16.0,0.7,-0.18,5.47,9.86,4.82,7.0,5.97,16.0,0.7,-5.29,4.7,13.48,2.7,7.0,10.11,16.0,0.7,1001.81,1006.0,1009.58,1005.39,7.0,4.43,16.0,0.7,5.0,8.0,8.0,6.9,7.0,1.7,16.0,0.7,62.5,79.4,89.3,77.9,7.0,14.4,16.0,0.7,-1.4,87.6,108.0,66.4,7.0,77.9,16.0,0.7,-76.1,23.5,182.5,29.7,7.0,144.7,16.0,0.7
2009,10,24118,-161.5,42.4,65.3,94.4,116.6,91.2,9.0,27.9,22.0,0.4,-108.7,-75.3,76.1,-35.4,9.0,96.9,22.0,0.4,40.2,56.4,58.5,53.3,9.0,18.5,22.0,0.4,-74.5,-40.5,44.9,-23.6,9.0,58.8,22.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.57,11.3,13.7,11.53,9.0,2.18,22.0,0.4,6.23,7.26,10.16,7.83,9.0,2.29,22.0,0.4,-10.13,-7.53,5.75,-3.65,9.0,8.08,22.0,0.4,1000.0,1002.0,1007.88,1003.52,9.0,4.21,22.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-161.5,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,21.8,26.8,21.6,8.0,10.8,20.0,0.4,-30.0,-18.4,10.7,-12.3,8.0,22.6,20.0,0.4,882.0,1443.0,2624.0,1685.0,9.0,995.0,22.0,0.4,880.0,1445.0,2625.0,1685.0,9.0,995.0,22.0,0.4,-0.78,2.0,3.0,1.6,8.0,2.34,20.0,0.4,-7.9,23.3,42.4,18.8,8.0,24.6,20.0,0.4,2.29,2.85,3.64,2.84,8.0,1.47,20.0,0.4,24.9,34.4,41.2,31.5,8.0,14.1,20.0,0.4,12.03,13.15,14.0,13.09,8.0,1.26,20.0,0.4,10.16,11.0,13.0,11.6,9.0,1.34,22.0,0.4,5.51,6.68,7.98,6.77,9.0,1.12,22.0,0.4,69.3,76.7,88.0,78.9,9.0,9.9,22.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-161.5,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,3.4,15.0,4.6,10.0,10.6,16.0,0.4,-18.1,-1.6,5.5,-5.7,10.0,15.0,16.0,0.4,238.5,729.0,2980.5,1744.5,17.0,2384.0,12.0,0.3,240.0,730.0,2980.0,1745.0,17.0,2385.0,12.0,0.3,-2.26,0.3,2.77,0.23,10.0,2.67,16.0,0.4,-36.8,2.6,32.9,-2.1,10.0,32.6,16.0,0.4,-0.29,1.33,2.69,1.23,10.0,1.5,16.0,0.4,-3.7,6.8,26.6,10.4,10.0,16.6,16.0,0.4,10.26,11.65,12.66,11.55,10.0,1.53,16.0,0.4,10.0,12.5,13.23,11.89,17.0,2.31,12.0,0.3,6.09,8.03,8.6,7.64,17.0,1.33,12.0,0.3,78.8,86.9,94.8,87.0,17.0,7.6,12.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-161.5,44.6,-50.8,0.0,103.9,18.7,17.0,88.8,12.0,0.3,-85.6,63.6,84.3,38.5,17.0,105.0,12.0,0.3,-32.9,0.0,68.2,12.4,17.0,55.9,12.0,0.3,-58.2,40.3,52.0,25.3,17.0,65.7,12.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,9.0,14.32,9.96,17.0,4.92,12.0,0.3,-3.99,0.0,9.86,2.13,17.0,7.05,12.0,0.3,-8.2,5.61,6.37,2.52,17.0,8.28,12.0,0.3,999.31,1003.9,1006.73,1003.38,17.0,6.97,12.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-161.5,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,7.0,8.0,6.4,5.0,1.8,20.0,0.4,64.9,87.6,88.6,79.5,6.0,14.6,22.0,0.5,-127.9,-21.7,68.3,-33.2,6.0,118.6,22.0,0.5,-137.3,-34.8,-7.5,-57.7,6.0,80.2,22.0,0.5
2009,10,24118,-161.5,54.5,-31.8,16.2,47.5,10.9,113.0,49.5,12.0,0.6,-71.8,0.0,45.6,-9.6,113.0,55.4,12.0,0.6,-13.4,18.8,33.5,14.7,62.0,35.1,10.0,0.6,-39.7,2.6,33.7,3.3,62.0,35.3,10.0,0.6,1.0,3.4,8.5,4.8,56.0,7.6,10.0,0.7,-10.7,0.0,4.8,-3.0,56.0,9.0,10.0,0.7,83.0,238.5,1861.0,902.5,132.0,1748.5,14.0,0.6,85.0,240.0,1860.0,900.0,132.0,1750.0,14.0,0.6,-0.9,0.4,1.0,0.1,83.0,1.78,10.0,0.6,-6.9,1.8,5.2,0.5,81.0,18.5,10.0,0.6,0.76,1.21,1.74,1.16,57.0,0.83,10.0,0.7,2.7,6.4,11.7,8.0,56.0,10.3,10.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.36,6.2,12.3,7.62,132.0,4.07,14.0,0.6,-2.88,1.57,5.41,1.57,132.0,5.67,14.0,0.6,-8.29,0.0,4.66,-1.61,132.0,6.15,14.0,0.6,983.11,1003.2,1010.9,999.96,411.0,12.24,16.0,0.5,3.5,8.0,8.0,6.5,67.0,2.1,14.0,0.5,77.1,84.9,94.2,85.1,84.0,7.5,10.0,0.6,-23.9,8.9,35.2,12.9,132.0,83.8,14.0,0.6,-80.4,0.0,24.4,-20.7,132.0,73.8,14.0,0.6
2009,10,24118,-161.5,58.4,-128.9,-38.7,1.7,-55.6,24.0,67.6,12.0,0.4,-5.0,4.4,72.2,24.6,24.0,42.5,12.0,0.4,-98.0,-98.0,-98.0,-98.0,1.0,0.0,8.0,1.0,17.3,17.3,17.3,17.3,1.0,0.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,3.0,5.0,3.39,7.0,1.19,8.0,0.4,16.1,51.5,58.7,39.7,7.0,23.4,8.0,0.4,1.68,1.68,1.68,1.68,1.0,0.0,8.0,1.0,32.7,32.7,32.7,32.7,1.0,0.0,8.0,1.0,8.29,9.4,10.03,9.36,7.0,0.93,8.0,0.4,3.9,6.0,7.9,5.67,46.0,2.65,8.0,0.4,5.1,5.1,5.1,5.1,1.0,0.0,8.0,1.0,92.6,92.6,92.6,92.6,1.0,0.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
